Organization Name,Sector Name,Subsector Name,Operation Name,Address,eWh/HDD/ft^2,Energy Intensity (ekWh/ML)
Municipality of Huron Shores,Municipal,Municipality,Ward 1 Garage,73 Little Rapids Road,1.6153538578757,
Municipality of Huron Shores,Municipal,Municipality,Ward 3 Storage,3 High Street,0.739783285519236,
Municipality of Kincardine,Municipal,Municipality,Underwood Garage,1240 Con 6,6.97127338233595,
Municipality of Kincardine,Municipal,Municipality,Public Works 4 Bay Garage,140 Valentine Ave,3.61711183835718,
Municipality of Kincardine,Municipal,Municipality,Armow,796 Con 7,3.32488001709213,
Municipality of Kincardine,Municipal,Municipality,Tiverton Equipment Garage,115 King St,3.23135146536859,
Municipality of Lambton Shores,Municipal,Municipality,GB Public Works,34239 DASHWOOD RD.,7.96635317346208,
Municipality of Lambton Shores,Municipal,Municipality,Grand Bend PUC Building,14 ONTARIO ST.,5.10731562267209,
Municipality of Lambton Shores,Municipal,Municipality,PF Bay Docks/Storage Barn,7574 BIDDULPH ST.,4.54758953621847,
Municipality of Lambton Shores,Municipal,Municipality,Forest Public Works,12 ANN ST.,0.914229104248837,
Municipality of Leamington,Municipal,Municipality,Municipal Building,436 Highway 77,15.9737966959012,
Municipality of Leamington,Municipal,Municipality,Municipal Building,83 Wilkinson,5.24899388284588,
Municipality of Leamington,Municipal,Municipality,Municipal Building,10 Hazelton,3.19079647203135,
Municipality of Magnetawan,Municipal,Municipality,Roads/Parks Building,18 Miller Road,15.5807659863811,
Municipality of Marmora and Lake,Municipal,Municipality,Town Works Building,20 Matthew St,7.22700428942927,
Municipality of Marmora and Lake,Municipal,Municipality,Marmora Landfill,609 Station Rd,4.3348582622871,
Municipality of Marmora and Lake,Municipal,Municipality,Parks Building,14 Burstall St,2.21946105563236,
Municipality of Marmora and Lake,Municipal,Municipality,Dickey Lake Sand Dome,2054 North Steenburg Lake Road,0.915063245204769,
Municipality of Marmora and Lake,Municipal,Municipality,Fidlar Glen Dome,11 Fidlar Glen Rd,0.687288988503644,
Municipality of McDougall,Municipal,Municipality,Public Works Building,8 Municipal Dr,6.08043312726921,
Municipality of Middlesex Centre,Municipal,Municipality,Delaware Operations Centre,805 Gideon Drive,4.41586021759614,
Municipality of Middlesex Centre,Municipal,Municipality,Denfield Operations Centre,23053 Denfield Road,3.52491507073858,
Municipality of Morris-Turnberry,Municipal,Municipality,Morris Office/Shop,41342 Morris Rd.,4.08072500324756,
Municipality of Morris-Turnberry,Municipal,Municipality,Turnberry Shop,65 B Line Rd.,2.51347792526997,
Municipality of North Grenville,Municipal,Municipality,Kemptville Roads Garage,2814 Concession Road,5.05395576733185,
Municipality of North Grenville,Municipal,Municipality,Oxford Mills Roads Garage,94 Maplewood Avenue,2.75374002531472,
Municipality of North Middlesex,Municipal,Municipality,McGillivray Works Department,34665 Creamery Road,8.90278714845639,
Municipality of North Middlesex,Municipal,Municipality,Lieury Water Shop,3105 McGillivray Drive,6.97905426627346,
Municipality of North Middlesex,Municipal,Municipality,Ailsa Craig Works Shop,135 Mill Street,5.30800215080026,
Municipality of North Middlesex,Municipal,Municipality,Parkhill Works Shop,249 Station Street,3.98039090793952,
Municipality of North Perth,Municipal,Municipality,Elma Public Works Garage,171 Monument Rd.,10.1767644405403,
Municipality of North Perth,Municipal,Municipality,Listowel Public Works Garage,580 Main St.,9.8158439687128,
Municipality of North Perth,Municipal,Municipality,Fairview Cemetery Shed,875 Davidson Ave N.,6.85378672265422,
Municipality of North Perth,Municipal,Municipality,Wallace Public Works Garage,5882 Line 88,2.90479741985561,
Municipality of Northern Bruce Peninsula,Municipal,Municipality,Eastnor Public Works Shed,2942 Highway # 6,6.86361978085114,
Municipality of Northern Bruce Peninsula,Municipal,Municipality,Lindsay Public Works Storage Shed/Garage,56 Lindsay Road # 5,6.06287178872829,
Municipality of Northern Bruce Peninsula,Municipal,Municipality,Tobermory Pubic Works Shed,7045 Highway # 6,4.28651505176136,
Municipality of Northern Bruce Peninsula,Municipal,Municipality,Lion's Head Public Works Shed,8 Tackabury Street,2.46623282977559,
Municipality of Northern Bruce Peninsula,Municipal,Municipality,Lindsay Storage Shed,56 Lindsay Road # 5,0.53406596151555,
Municipality of Oliver-Paipoonge,Municipal,Municipality,Public Works Garage,5 Rubin Drive,5.39332612700604,
Municipality of Oliver-Paipoonge,Municipal,Municipality,Public Works Storage Building,5 Rubin Drive,1.34833179578893,
Municipality of Port Hope,Municipal,Municipality,Joint Operations Centre,284 Victoria Street North,9.46799132602268,
Municipality of Port Hope,Municipal,Municipality,Canton Works - Garage,4741 5th Line,3.92787476187036,
Municipality of Powassan,Municipal,Municipality,Garage,81 King Street,8.23930789000059,
Municipality of Powassan,Municipal,Municipality,Garage,750 Main Street,6.83516412139731,
Municipality of Powassan,Municipal,Municipality,Medical Building,8 King Street,5.93397761080789,
Municipality of Powassan,Municipal,Municipality,Garage,756 Main Street,5.45336568938465,
Municipality of Powassan,Municipal,Municipality,Landfill,40 Proudfoot Rd,0.95831558825651,
Municipality of Shuniah,Municipal,Municipality,Garage,1700 Lakeshore Dr,0.350991960693388,
Municipality of Sioux Lookout,Municipal,Municipality,Public Works Garage,41 Fifth Avenue,5.71296710634428,
Municipality of South Bruce,Municipal,Municipality,Carrick Shop,169 Bruce Rd #3,9.45208940005956,
Municipality of South Bruce,Municipal,Municipality,Culross Shop,25 Gordon St E,4.34936471012363,
Municipality of South Bruce,Municipal,Municipality,Mildmay Shop,Adam St.,1.04276793699043,
Municipality of South Huron,Municipal,Municipality,Usbourne Roads Shed,40526 Huron St,9.10433212498158,
Municipality of South Huron,Municipal,Municipality,Water/Sewer OPERATING CENTRE,82 Neslon St,6.28953694597804,
Municipality of South Huron,Municipal,Municipality,Stephen Roads Shed (2),100 Victoria Ave W,4.88853810215508,
Municipality of Southwest Middlesex,Municipal,Municipality,Central Garage,266 Appin Rd,2.63167759493655,
Municipality of Southwest Middlesex,Municipal,Municipality,Appin Garage,48 Wellington St,1.73313206048801,
Municipality of Southwest Middlesex,Municipal,Municipality,Wardsville Garage,137 O'Mara St,0.624967358484671,
Municipality of St. Charles,Municipal,Municipality,Municipal Garage,40 Casimir Rd,9.60024528888498,
Municipality of Strathroy-Caradoc,Municipal,Municipality,TOWNSHIP OF STRATHROY-CARADOC,475 METCALFE  ST W.,4.48051872965509,
Municipality of Strathroy-Caradoc,Municipal,Municipality,TOWNSHIP OF STRATHROY-CARADOC,8650 FALCONBRIDGE DR,4.40659446796712,
Municipality of Temagami,Municipal,Municipality,Public Works Office/Garage,46 Lakeshore Drive,7.50839740903816,
Municipality of Temagami,Municipal,Municipality,Temagami North Fire Hall,100 A Spruce Drive,1.043118792033,
Municipality of Thames Centre,Municipal,Municipality,Thames Centre Landfill,2015 Crampton Dr.,24.54127092404,
Municipality of Thames Centre,Municipal,Municipality,Thorndale Roads Garage,17198 Thorndale Rd.,7.92070547505443,
Municipality of Thames Centre,Municipal,Municipality,Old MTO Building,78 Cromarty Dr.,7.44395766334371,
Municipality of Thames Centre,Municipal,Municipality,Dorchester Roads Garage,5130 Hamilton Rd.,7.18148795302561,
Municipality of Thames Centre,Municipal,Municipality,Water Department Shop,130 Thames St.,4.39495248846585,
Municipality of Trent Hills,Municipal,Municipality,Trent Hills Public Works - Campbellford Depot,186 Alma Street,11.2522208622637,
Municipality of Trent Hills,Municipal,Municipality,Trent Hills Public Works - Fleet Depot,189 Alma Street,9.22485931150596,
Municipality of Trent Hills,Municipal,Municipality,Trent Hills Public Works - Seymour Depot,315 County Road 38,8.39306219206843,
Municipality of Trent Hills,Municipal,Municipality,Trent Hills Public Works - Hastings Depot,146 Elgin Street,5.58286539903015,
Municipality of Trent Hills,Municipal,Municipality,Trent Hills Public Works - Percy Depot,12 Dudley Road,5.00665369459433,
Municipality of Trent Hills,Municipal,Municipality,Warkworth Old Firehall #2,48 Church Street,0.899612148665794,
Municipality of Trent Hills,Municipal,Municipality,Campbellford Heritage Centre,113 Front Street North,0.640713036878842,
Municipality of Tweed,Municipal,Municipality,Elzevir Garage,34 Bridgewater Rd,7.70838717196625,
Municipality of Tweed,Municipal,Municipality,Stoco Garage,869 Marlbank Road,5.535037819589,
Municipality of Wawa,Municipal,Municipality,Wawa Municipal Airport,27 Mission Road,6.020693154368,
Municipality of Wawa,Municipal,Municipality,Public Works Garage,26 Magpie Road,5.52985488438864,
Municipality of West Elgin,Municipal,Municipality,Rodney Water Tower Storage,192 Victoria Street,17.902994381068,
Municipality of West Elgin,Municipal,Municipality,West Lorne Water Tower Storage,1173 Jane Street,15.3569936792071,
Municipality of West Elgin,Municipal,Municipality,Rodney Water Tower Shop,192 Victoria Street,6.65534327957768,
Municipality of West Elgin,Municipal,Municipality,Recreation Department Shop,134 Chestnut Street,4.80787106751213,
Municipality of West Elgin,Municipal,Municipality,Municipal Office/Roads Shop,22413 Hoskins Line,4.12439892562148,
Municipality of West Grey,Municipal,Municipality,Radio Building,110 John St W,7.20148608951097,
Municipality of West Grey,Municipal,Municipality,Bentinck Public Works Depot,421609 Concession 6 NDR,5.97895154492619,
Municipality of West Grey,Municipal,Municipality,Durham Public Works Depot,451 Saddler St W,5.88378988789822,
Municipality of West Grey,Municipal,Municipality,Normanby Public Works Depot,124 Helena St,5.28182951058476,
Municipality of West Grey,Municipal,Municipality,Glenelg Public Works Depot,493870 Baptist Church Rd,1.50225505443235,
Municipality of West Grey,Municipal,Municipality,Durham Cemetery Chapel,402749 Grey Rd 4,1.05583741290175,
Municipality of West Nipissing,Municipal,Municipality,Verner Public Works Garage,15 Hwy 575,7.43322190161145,
Municipality of West Nipissing,Municipal,Municipality,Sturgeon Falls Public Works Garage,104 Floral Street,5.24002919956357,
Municipality of West Nipissing,Municipal,Municipality,Field Public Works Garage,14 Larocque Street,5.08429852407212,
Municipality of West Nipissing,Municipal,Municipality,Cache Bay Public Works Garage,74 Teal,3.96657551494167,
Municipality of West Perth,Municipal,Municipality,Fullarton Operations Centre,5692 Perth Line 20,7.57864312583933,
Municipality of West Perth,Municipal,Municipality,Hibbert Operations Centre,3276 Perth Road 180,5.98432775443301,
Municipality of West Perth,Municipal,Municipality,Logan Operations Centre,6082 Perth Line 44,5.96282805601073,
Municipality of West Perth,Municipal,Municipality,Mitchell Operations Centre,50 Arthur Street,3.26618922310576,
Municipality of Whitestone,Municipal,Municipality,Municipal Garage,2125 Balsam Rd,20.3059618146669,
Norfolk County,Municipal,Municipality,Courtland Operations Yard,4329 Highway 59,9.26414033149032,
Norfolk County,Municipal,Municipality,Water Storage Building,197 Queen Street East,7.41049757281553,
Norfolk County,Municipal,Municipality,Central Roads Operations Facility,340 Argyle Avenue,6.73006684584551,
Norfolk County,Municipal,Municipality,Central Roads Storage Building,340 Argyle Avenue,6.72990249408946,
Norfolk County,Municipal,Municipality,Norfolk County Garage,568 Queensway West,6.12590049702622,
Norfolk County,Municipal,Municipality,Facility Operations Building,591 Norfolk Street South,6.0338743692481,
Norfolk County,Municipal,Municipality,Villa Nova Roads Facility,1355 County Road 9,5.82634158703721,
Norfolk County,Municipal,Municipality,West Roads Operations Facility,1630 County Road 45,5.43335489231613,
Norfolk County,Municipal,Municipality,Chlorine Storage Building,396 Cedar Street,5.36483817356143,
Norfolk County,Municipal,Municipality,Schellburg Offices & Roads Operation,8 Schellburg Avenue,3.61103527790681,
Norfolk County,Municipal,Municipality,Courtland Scout Hall/Storage,272 Main Street of Courtland,2.43430041194858,
Norfolk County,Municipal,Municipality,Vehicle & Equipment Storage Building,396 Cedar Street,1.92597200622084,
Norfolk County,Municipal,Municipality,Parts Storage Building,396 Cedar Street,1.84758942457232,
Norfolk County,Municipal,Municipality,Oakwood Cemetery Building,55 Potts Road,1.34756428148312,
Norfolk County,Municipal,Municipality,Parks Storage Building,418 Queen Street,0.837010885554575,
Norfolk County,Municipal,Municipality,Parks Storage Building & Workshop,129 Pond Street,0.836535764794338,
Norfolk County,Municipal,Municipality,Parks Storage Building,30 Albert Street,0.624967358484671,
Norfolk County,Municipal,Municipality,Loader Storage Garage,3090 Highway 59,0.624967358484671,
Norfolk County,Municipal,Municipality,Waterford Parks Storage Building,32 Church Street East,0.624967358484671,
Norfolk County,Municipal,Municipality,Parks Storage Building,177 Western Avenue,0.624967358484671,
Norfolk County,Municipal,Municipality,Port Rowan Optimist Park Storage,34 Price Street,0.624967358484671,
Region of Halton,Municipal,Municipality,Woodlands Operation Centre,1179 Bronte Road,12.6904450710612,
Region of Halton,Municipal,Municipality,North Operations Centre ,8140 Fifth Line,7.33076307898517,
Region of Niagara,Municipal,Municipality,Pelham Patrol Yard,1495 Victoria Ave,23.3212728949744,
Region of Niagara,Municipal,Municipality,Smithville Patrol Yard,3112 Thirty Road,9.18643613503593,
Region of Niagara,Municipal,Municipality,Welland Patrol Yard,745 Doan's Ridge Rd.,9.08447337199204,
Region of Niagara,Municipal,Municipality,Thorold Patrol Yard,3557 Thorold Townline Road,8.60918282925329,
Region of Niagara,Municipal,Municipality,Police Fleet Building,3547 Thorold Townline Road,4.82115846636661,
Region of Niagara,Municipal,Municipality,Traffic Service Center,3547 Thorold Townline Road,4.4167524907866,
Region of Peel,Municipal,Municipality,Works Yards - Bolton Maintenance,7 Industrial Road,25.1595735507421,
Region of Peel,Municipal,Municipality,Works Yards - Wolfedale,3515 Wolfedale Road,16.5363201746209,
Region of Peel,Municipal,Municipality,Works Yards - Victoria Maintenance,2941 King Street,13.7666576066187,
Region of Peel,Municipal,Municipality,Works Yards - 2 Copper Road A,2 Copper Road,8.80682613521707,
Region of Peel,Municipal,Municipality,Works Yards - Robin Drive,2032 Robin Drive,7.38698997851674,
Region of Peel,Municipal,Municipality,Works Yards - 2 Copper Road B,2 Copper Road,6.1827900748734,
Region of Waterloo,Municipal,Municipality,Conestoga Blvd Ops Centre,460 Conestoga Blvd,22.1172308000466,
Region of Waterloo,Municipal,Municipality,Grand River Transit Operations Centre North,250 Strasburg Rd,15.6202075437244,
Region of Waterloo,Municipal,Municipality,Airport Operations Centre,75 New Germany Lane,15.3155144117388,
Region of Waterloo,Municipal,Municipality,North Dumfries Yard,2003 Dumfries Rd,14.1267781407008,
Region of Waterloo,Municipal,Municipality,Regional Operations Centre,100 Maple Grove Rd,10.3396672090563,
Region of Waterloo,Municipal,Municipality,Heidelberg Yard,2828 Kressler Rd,6.69787206178534,
Region of Waterloo,Municipal,Municipality,Heidelberg Equipment Storage,2828 Kressler Rd,6.69787206178532,
Region of Waterloo,Municipal,Municipality,Philipsburg Yard,1991 Nafziger Rd,2.16980011951175,
Regional Municipality of Durham,Municipal,Municipality,"Transit Office & Garage, Oshawa",710 Raleigh Avenue,16.0731190440414,
Regional Municipality of Durham,Municipal,Municipality,Orono Depot,3480 Taunton Rd.,13.3619451969744,
Regional Municipality of Durham,Municipal,Municipality,Sunderland Depot (East Bldg),995 Sunderland Rd,13.0994190982203,
